result,docket_padded,docket,district_name
NONE,300509,300509,hi
NONE,400048,400048,hi
NONE,500471,500471,hi
NONE,300295,300295,hi
NONE,400204,400204,hi
NONE,300708,300708,hi
NONE,600666,600666,hi
NONE,300708,300708,hi
NONE,700007,700007,hi
NONE,800080,800080,hi
NONE,800298,800298,hi
NONE,800500,800500,hi
NONE,300708,300708,hi
NONE,8300334,8300334,mt
NONE,8400064,8400064,mt
NONE,8400284,8400284,mt
NONE,8300042,8300042,mt
NONE,8000058,8000058,mt
NONE,8200102,8200102,mt
NONE,8000027,8000027,mt
NONE,8000002,8000002,mt
NONE,8000092,8000092,mt
NONE,7800096,7800096,mt
NONE,7900030,7900030,mt
NONE,8200014,8200014,mt
NONE,7700096,7700096,mt
NONE,7900049,7900049,mt
NONE,8000055,8000055,mt
NONE,8000089,8000089,mt
NONE,8000133,8000133,mt
NONE,7400105,7400105,mt
NONE,7600049,7600049,mt
NONE,7800056,7800056,mt
NONE,7800072,7800072,mt
NONE,7500127,7500127,mt
NONE,7400086,7400086,mt
NONE,7500070,7500070,mt
NONE,7600003,7600003,mt
NONE,7400087,7400087,mt
NONE,7500116,7500116,mt
NONE,2307,2307,mt
NONE,8300002,8300002,mt
NONE,8500016,8500016,mt
NONE,7900093,7900093,mt
NONE,8200096,8200096,mt
NONE,8500112,8500112,mt
NONE,8400274,8400274,mt
NONE,8700024,8700024,mt
NONE,8500106,8500106,mt
NONE,8700128,8700128,mt
NONE,8800019,8800019,mt
NONE,8800043,8800043,mt
NONE,300127,300127,mt
NONE,400219,400219,mt
NONE,500063,500063,mt
NONE,600150,600150,mt
NONE,700032,700032,mt
NONE,500071,500071,mt
NONE,600195,600195,mt
NONE,700017,700017,mt
NONE,700104,700104,mt
NONE,700027,700027,mt
NONE,400065,400065,mt
NONE,8300456,8300456,nv
NONE,8000089,8000089,nv
NONE,8400240,8400240,nv
NONE,8200114,8200114,nv
NONE,8400046,8400046,nv
NONE,8100452,8100452,nv
NONE,7900141,7900141,nv
NONE,8000026,8000026,nv
NONE,8200129,8200129,nv
NONE,8200282,8200282,nv
NONE,7800094,7800094,nv
NONE,7900014,7900014,nv
NONE,8200077,8200077,nv
NONE,7900032,7900032,nv
NONE,7500224,7500224,nv
NONE,7800028,7800028,nv
NONE,8000163,8000163,nv
NONE,8000163,8000163,nv
NONE,8000096,8000096,nv
NONE,8000149,8000149,nv
NONE,7500153,7500153,nv
NONE,7500181,7500181,nv
NONE,7600156,7600156,nv
NONE,7500194,7500194,nv
NONE,7800082,7800082,nv
NONE,7800139,7800139,nv
NONE,7500161,7500161,nv
NONE,7600183,7600183,nv
NONE,2803,2803,nv
NONE,2907,2907,nv
NONE,2487,2487,nv
NONE,7500048,7500048,nv
NONE,7500156,7500156,nv
NONE,7500161,7500161,nv
NONE,7500181,7500181,nv
NONE,7500203,7500203,nv
NONE,7500209,7500209,nv
NONE,2643,2643,nv
NONE,7500114,7500114,nv
NONE,2582,2582,nv
NONE,2160,2160,nv
NONE,2724,2724,nv
NONE,2735,2735,nv
NONE,2571,2571,nv
NONE,2583,2583,nv
NONE,2605,2605,nv
NONE,2703,2703,nv
NONE,8300774,8300774,nv
NONE,8100201,8100201,nv
NONE,8500163,8500163,nv
NONE,8200512,8200512,nv
NONE,8500244,8500244,nv
NONE,8600817,8600817,nv
NONE,8700090,8700090,nv
NONE,8500613,8500613,nv
NONE,8500819,8500819,nv
NONE,8600521,8600521,nv
NONE,8700046,8700046,nv
NONE,8700163,8700163,nv
NONE,8700222,8700222,nv
NONE,8700787,8700787,nv
NONE,8800622,8800622,nv
NONE,8900796,8900796,nv
NONE,8800260,8800260,nv
NONE,8800995,8800995,nv
NONE,8900171,8900171,nv
NONE,9000098,9000098,nv
NONE,9000339,9000339,nv
NONE,9000464,9000464,nv
NONE,9000006,9000006,nv
NONE,9000781,9000781,nv
NONE,9200210,9200210,nv
NONE,9200286,9200286,nv
NONE,8900376,8900376,nv
NONE,9000465,9000465,nv
NONE,9000339,9000339,nv
NONE,9100819,9100819,nv
NONE,9000076,9000076,nv
NONE,9300984,9300984,nv
NONE,9301073,9301073,nv
NONE,9400553,9400553,nv
NONE,9200256,9200256,nv
NONE,9400065,9400065,nv
NONE,9400527,9400527,nv
NONE,9400984,9400984,nv
NONE,9500294,9500294,nv
NONE,9500406,9500406,nv
NONE,9501161,9501161,nv
NONE,9401133,9401133,nv
NONE,9000076,9000076,nv
NONE,9600521,9600521,nv
NONE,9700945,9700945,nv
NONE,9400152,9400152,nv
NONE,948,948,nv
NONE,300047,300047,nv
NONE,300965,300965,nv
NONE,301598,301598,nv
NONE,400256,400256,nv
NONE,300433,300433,nv
NONE,301432,301432,nv
NONE,301433,301433,nv
NONE,301434,301434,nv
NONE,301435,301435,nv
NONE,301436,301436,nv
NONE,301437,301437,nv
NONE,301438,301438,nv
NONE,400186,400186,nv
NONE,400464,400464,nv
NONE,400465,400465,nv
NONE,400531,400531,nv
NONE,400532,400532,nv
NONE,400653,400653,nv
NONE,401388,401388,nv
NONE,401389,401389,nv
NONE,401464,401464,nv
NONE,500042,500042,nv
NONE,500110,500110,nv
NONE,500243,500243,nv
NONE,500437,500437,nv
NONE,500730,500730,nv
NONE,501021,501021,nv
NONE,501300,501300,nv
NONE,501331,501331,nv
NONE,501396,501396,nv
NONE,600267,600267,nv
NONE,600282,600282,nv
NONE,501331,501331,nv
NONE,600539,600539,nv
NONE,700306,700306,nv
NONE,800233,800233,nv
NONE,801485,801485,nv
NONE,800336,800336,nv
NONE,800512,800512,nv
NONE,700988,700988,nv
NONE,701151,701151,nv
NONE,800357,800357,nv
NONE,901288,901288,nv
NONE,902248,902248,nv
NONE,501331,501331,nv
NONE,600233,600233,nv
NONE,600267,600267,nv
NONE,600282,600282,nv
NONE,601351,601351,nv
NONE,700987,700987,nv
NONE,701019,701019,nv
NONE,900554,900554,nv
NONE,901103,901103,nv
NONE,902362,902362,nv
NONE,301431,301431,nv
NONE,501300,501300,nv
NONE,301431,301431,nv
NONE,7400987,7400987,or
NONE,7901351,7901351,or
NONE,8101057,8101057,or
NONE,8101128,8101128,or
NONE,8107420,8107420,or
NONE,8300015,8300015,or
NONE,8301261,8301261,or
NONE,8301400,8301400,or
NONE,8301402,8301402,or
NONE,8301415,8301415,or
NONE,8400288,8400288,or
NONE,8401552,8401552,or
NONE,8500468,8500468,or
NONE,8206406,8206406,or
NONE,8306203,8306203,or
NONE,8306211,8306211,or
NONE,8406187,8406187,or
NONE,6900452,6900452,or
NONE,7900191,7900191,or
NONE,7900200,7900200,or
NONE,8200847,8200847,or
NONE,8200905,8200905,or
NONE,8201091,8201091,or
NONE,8201167,8201167,or
NONE,8201529,8201529,or
NONE,8300089,8300089,or
NONE,8300117,8300117,or
NONE,8300174,8300174,or
NONE,8300477,8300477,or
NONE,8300516,8300516,or
NONE,8301118,8301118,or
NONE,8301633,8301633,or
NONE,8400144,8400144,or
NONE,8006299,8006299,or
NONE,7900257,7900257,or
NONE,7900942,7900942,or
NONE,7900971,7900971,or
NONE,7901093,7901093,or
NONE,8000238,8000238,or
NONE,8000915,8000915,or
NONE,8001078,8001078,or
NONE,8100290,8100290,or
NONE,8100293,8100293,or
NONE,8100595,8100595,or
NONE,8200126,8200126,or
NONE,8200233,8200233,or
NONE,8200612,8200612,or
NONE,8200751,8200751,or
NONE,8200757,8200757,or
NONE,8201370,8201370,or
NONE,8300150,8300150,or
NONE,8106083,8106083,or
NONE,7800633,7800633,or
NONE,7800634,7800634,or
NONE,7800868,7800868,or
NONE,7800875,7800875,or
NONE,7900197,7900197,or
NONE,7900200,7900200,or
NONE,7901175,7901175,or
NONE,8000056,8000056,or
NONE,8000356,8000356,or
NONE,8000399,8000399,or
NONE,8000410,8000410,or
NONE,8000625,8000625,or
NONE,8000626,8000626,or
NONE,8000639,8000639,or
NONE,8000935,8000935,or
NONE,8100428,8100428,or
NONE,8100429,8100429,or
NONE,8100672,8100672,or
NONE,8100840,8100840,or
NONE,8100855,8100855,or
NONE,8006011,8006011,or
NONE,7600396,7600396,or
NONE,7600541,7600541,or
NONE,7600652,7600652,or
NONE,7600653,7600653,or
NONE,7600654,7600654,or
NONE,7600655,7600655,or
NONE,7600656,7600656,or
NONE,7600718,7600718,or
NONE,7700309,7700309,or
NONE,7801074,7801074,or
NONE,7900535,7900535,or
NONE,7900543,7900543,or
NONE,7900548,7900548,or
NONE,7900770,7900770,or
NONE,7901117,7901117,or
NONE,7901129,7901129,or
NONE,8000285,8000285,or
NONE,8000378,8000378,or
NONE,7400698,7400698,or
NONE,7700225,7700225,or
NONE,7800865,7800865,or
NONE,7900191,7900191,or
NONE,7900199,7900199,or
NONE,7900410,7900410,or
NONE,7901351,7901351,or
NONE,8000143,8000143,or
NONE,8000284,8000284,or
NONE,8000375,8000375,or
NONE,8000471,8000471,or
NONE,8000475,8000475,or
NONE,8000485,8000485,or
NONE,8000579,8000579,or
NONE,8000639,8000639,or
NONE,8006385,8006385,or
NONE,8006386,8006386,or
NONE,6900452,6900452,or
NONE,7100543,7100543,or
NONE,7200276,7200276,or
NONE,7200618,7200618,or
NONE,7200626,7200626,or
NONE,7400756,7400756,or
NONE,7501102,7501102,or
NONE,7600278,7600278,or
NONE,7600402,7600402,or
NONE,7600595,7600595,or
NONE,7700190,7700190,or
NONE,7700473,7700473,or
NONE,7700500,7700500,or
NONE,7700736,7700736,or
NONE,7700826,7700826,or
NONE,7700946,7700946,or
NONE,7700983,7700983,or
NONE,7800810,7800810,or
NONE,7300846,7300846,or
NONE,7600714,7600714,or
NONE,7600930,7600930,or
NONE,7700454,7700454,or
NONE,7800105,7800105,or
NONE,7800123,7800123,or
NONE,6900645,6900645,or
NONE,7100515,7100515,or
NONE,7300131,7300131,or
NONE,7300580,7300580,or
NONE,7400351,7400351,or
NONE,7400561,7400561,or
NONE,7400703,7400703,or
NONE,7400831,7400831,or
NONE,7400994,7400994,or
NONE,7500142,7500142,or
NONE,7500166,7500166,or
NONE,7500840,7500840,or
NONE,7501031,7501031,or
NONE,7501136,7501136,or
NONE,7600561,7600561,or
NONE,7600678,7600678,or
NONE,7600687,7600687,or
NONE,7600883,7600883,or
NONE,7700287,7700287,or
NONE,6900654,6900654,or
NONE,7100546,7100546,or
NONE,7100547,7100547,or
NONE,7100548,7100548,or
NONE,7300178,7300178,or
NONE,7300256,7300256,or
NONE,7300387,7300387,or
NONE,7300958,7300958,or
NONE,7400124,7400124,or
NONE,7400169,7400169,or
NONE,7400362,7400362,or
NONE,7401025,7401025,or
NONE,7500284,7500284,or
NONE,7500522,7500522,or
NONE,7500544,7500544,or
NONE,7500616,7500616,or
NONE,7500644,7500644,or
NONE,7500853,7500853,or
NONE,7501125,7501125,or
NONE,7100105,7100105,or
NONE,7100623,7100623,or
NONE,7100624,7100624,or
NONE,7200520,7200520,or
NONE,7200641,7200641,or
NONE,7300014,7300014,or
NONE,7300463,7300463,or
NONE,7300577,7300577,or
NONE,7300696,7300696,or
NONE,7301001,7301001,or
NONE,7400116,7400116,or
NONE,7400350,7400350,or
NONE,7400378,7400378,or
NONE,7400404,7400404,or
NONE,7400933,7400933,or
NONE,7400951,7400951,or
NONE,7500130,7500130,or
NONE,7000086,7000086,or
NONE,7100231,7100231,or
NONE,7100359,7100359,or
NONE,7200068,7200068,or
NONE,7200306,7200306,or
NONE,7300245,7300245,or
NONE,7300367,7300367,or
NONE,7300461,7300461,or
NONE,7300470,7300470,or
NONE,7300827,7300827,or
NONE,6800374,6800374,or
NONE,6900645,6900645,or
NONE,7000260,7000260,or
NONE,7100132,7100132,or
NONE,7100155,7100155,or
NONE,7200164,7200164,or
NONE,7200171,7200171,or
NONE,7200236,7200236,or
NONE,7200255,7200255,or
NONE,7200275,7200275,or
NONE,7200287,7200287,or
NONE,7200429,7200429,or
NONE,7200477,7200477,or
NONE,7201033,7201033,or
NONE,7300102,7300102,or
NONE,6900424,6900424,or
NONE,6900547,6900547,or
NONE,6900723,6900723,or
NONE,7000046,7000046,or
NONE,7000116,7000116,or
NONE,7000852,7000852,or
NONE,7200060,7200060,or
NONE,6700355,6700355,or
NONE,6900351,6900351,or
NONE,6900452,6900452,or
NONE,6900651,6900651,or
NONE,6900652,6900652,or
NONE,6900653,6900653,or
NONE,7000306,7000306,or
NONE,7000423,7000423,or
NONE,7000686,7000686,or
NONE,7100043,7100043,or
NONE,7100295,7100295,or
NONE,6800104,6800104,or
NONE,6900044,6900044,or
NONE,6900155,6900155,or
NONE,7900199,7900199,or
NONE,8101057,8101057,or
NONE,8300923,8300923,or
NONE,8301416,8301416,or
NONE,8400752,8400752,or
NONE,8400770,8400770,or
NONE,8400895,8400895,or
NONE,8401102,8401102,or
NONE,8401378,8401378,or
NONE,8500005,8500005,or
NONE,8500312,8500312,or
NONE,8501110,8501110,or
NONE,8501250,8501250,or
NONE,8501761,8501761,or
NONE,8600097,8600097,or
NONE,8000935,8000935,or
NONE,8100143,8100143,or
NONE,8400226,8400226,or
NONE,8401567,8401567,or
NONE,8502111,8502111,or
NONE,8601476,8601476,or
NONE,8606001,8606001,or
NONE,101830,101830,or
NONE,300620,300620,or
NONE,300551,300551,or
NONE,300552,300552,or
NONE,300753,300753,or
NONE,400615,400615,or
NONE,400820,400820,or
NONE,206032,206032,or
NONE,401049,401049,or
NONE,401804,401804,or
NONE,500465,500465,or
NONE,300753,300753,or
NONE,500100,500100,or
NONE,601083,601083,or
NONE,606280,606280,or
NONE,706092,706092,or
NONE,603077,603077,or
NONE,400583,400583,or
NONE,800631,800631,or
NONE,306256,306256,or
NONE,903059,903059,or
NONE,901418,901418,or
NONE,7800036,7800036,wae
NONE,8100766,8100766,wae
NONE,8200856,8200856,wae
NONE,8400095,8400095,wae
NONE,7600029,7600029,wae
NONE,7700221,7700221,wae
NONE,8000421,8000421,wae
NONE,8100342,8100342,wae
NONE,8200736,8200736,wae
NONE,8300106,8300106,wae
NONE,8300362,8300362,wae
NONE,8300365,8300365,wae
NONE,8300450,8300450,wae
NONE,7500118,7500118,wae
NONE,7500119,7500119,wae
NONE,7500120,7500120,wae
NONE,7500121,7500121,wae
NONE,7500156,7500156,wae
NONE,7600287,7600287,wae
NONE,7600306,7600306,wae
NONE,7700158,7700158,wae
NONE,7900064,7900064,wae
NONE,8200273,8200273,wae
NONE,8200759,8200759,wae
NONE,7700094,7700094,wae
NONE,7800293,7800293,wae
NONE,7900062,7900062,wae
NONE,8000147,8000147,wae
NONE,8000148,8000148,wae
NONE,7400313,7400313,wae
NONE,7500156,7500156,wae
NONE,7600028,7600028,wae
NONE,7600030,7600030,wae
NONE,7600311,7600311,wae
NONE,7700097,7700097,wae
NONE,7700152,7700152,wae
NONE,7800051,7800051,wae
NONE,7800245,7800245,wae
NONE,7800309,7800309,wae
NONE,7600171,7600171,wae
NONE,7600306,7600306,wae
NONE,7800136,7800136,wae
NONE,7900185,7900185,wae
NONE,8000080,8000080,wae
NONE,3547,3547,wae
NONE,7400144,7400144,wae
NONE,7600241,7600241,wae
NONE,7700158,7700158,wae
NONE,7800156,7800156,wae
NONE,3793,3793,wae
NONE,7600065,7600065,wae
NONE,7600110,7600110,wae
NONE,7600161,7600161,wae
NONE,7600242,7600242,wae
NONE,3731,3731,wae
NONE,3817,3817,wae
NONE,3766,3766,wae
NONE,3505,3505,wae
NONE,8100488,8100488,wae
NONE,8400468,8400468,wae
NONE,8400505,8400505,wae
NONE,8600065,8600065,wae
NONE,8500386,8500386,wae
NONE,8600855,8600855,wae
NONE,313,313,wae
NONE,203119,203119,wae
NONE,303018,303018,wae
NONE,303128,303128,wae
NONE,400072,400072,wae
NONE,405084,405084,wae
NONE,400319,400319,wae
NONE,700061,700061,wae
NONE,705001,705001,wae
NONE,7600382,7600382,waw
NONE,8101362,8101362,waw
NONE,8200466,8200466,waw
NONE,8201062,8201062,waw
NONE,8300634,8300634,waw
NONE,8300667,8300667,waw
NONE,8301377,8301377,waw
NONE,8400206,8400206,waw
NONE,8400411,8400411,waw
NONE,8200518,8200518,waw
NONE,8300845,8300845,waw
NONE,8400066,8400066,waw
NONE,8400329,8400329,waw
NONE,8400357,8400357,waw
NONE,7600884,7600884,waw
NONE,7700604,7700604,waw
NONE,7900637,7900637,waw
NONE,7901023,7901023,waw
NONE,8100417,8100417,waw
NONE,8200031,8200031,waw
NONE,8201041,8201041,waw
NONE,8201149,8201149,waw
NONE,8201338,8201338,waw
NONE,8201548,8201548,waw
NONE,8300448,8300448,waw
NONE,8301159,8301159,waw
NONE,8301593,8301593,waw
NONE,8400135,8400135,waw
NONE,8200573,8200573,waw
NONE,8300143,8300143,waw
NONE,8300589,8300589,waw
NONE,8300623,8300623,waw
NONE,7500225,7500225,waw
NONE,7500814,7500814,waw
NONE,7600073,7600073,waw
NONE,7600074,7600074,waw
NONE,7600231,7600231,waw
NONE,7700688,7700688,waw
NONE,7700888,7700888,waw
NONE,8000281,8000281,waw
NONE,8000511,8000511,waw
NONE,8000752,8000752,waw
NONE,8000752,8000752,waw
NONE,8001045,8001045,waw
NONE,8001177,8001177,waw
NONE,8100604,8100604,waw
NONE,8100627,8100627,waw
NONE,8100918,8100918,waw
NONE,8100925,8100925,waw
NONE,8200002,8200002,waw
NONE,8200042,8200042,waw
NONE,8200809,8200809,waw
NONE,8200810,8200810,waw
NONE,8200812,8200812,waw
NONE,8200852,8200852,waw
NONE,8200938,8200938,waw
NONE,8300158,8300158,waw
NONE,8300256,8300256,waw
NONE,8200166,8200166,waw
NONE,8200468,8200468,waw
NONE,7300415,7300415,waw
NONE,7400366,7400366,waw
NONE,7500009,7500009,waw
NONE,7500486,7500486,waw
NONE,7600382,7600382,waw
NONE,7600727,7600727,waw
NONE,7600828,7600828,waw
NONE,7700145,7700145,waw
NONE,7700162,7700162,waw
NONE,7700183,7700183,waw
NONE,7700735,7700735,waw
NONE,7800231,7800231,waw
NONE,7900597,7900597,waw
NONE,8000886,8000886,waw
NONE,8100233,8100233,waw
NONE,8101334,8101334,waw
NONE,7800091,7800091,waw
NONE,8000160,8000160,waw
NONE,8000534,8000534,waw
NONE,8100208,8100208,waw
NONE,7400218,7400218,waw
NONE,7600237,7600237,waw
NONE,7600273,7600273,waw
NONE,7600791,7600791,waw
NONE,7700890,7700890,waw
NONE,7900541,7900541,waw
NONE,7900618,7900618,waw
NONE,7900737,7900737,waw
NONE,7900958,7900958,waw
NONE,7901180,7901180,waw
NONE,7600090,7600090,waw
NONE,7900509,7900509,waw
NONE,7900546,7900546,waw
NONE,7200792,7200792,waw
NONE,7400050,7400050,waw
NONE,7500165,7500165,waw
NONE,7500193,7500193,waw
NONE,7500399,7500399,waw
NONE,7500756,7500756,waw
NONE,7500767,7500767,waw
NONE,7500814,7500814,waw
NONE,7900100,7900100,waw
NONE,7900133,7900133,waw
NONE,8000759,8000759,waw
NONE,8001249,8001249,waw
NONE,7700280,7700280,waw
NONE,7700286,7700286,waw
NONE,7700292,7700292,waw
NONE,7800143,7800143,waw
NONE,7400656,7400656,waw
NONE,7400666,7400666,waw
NONE,7500219,7500219,waw
NONE,7500438,7500438,waw
NONE,7500492,7500492,waw
NONE,7500851,7500851,waw
NONE,7600618,7600618,waw
NONE,7700499,7700499,waw
NONE,7800359,7800359,waw
NONE,7800372,7800372,waw
NONE,7300060,7300060,waw
NONE,7500061,7500061,waw
NONE,7600221,7600221,waw
NONE,7700032,7700032,waw
NONE,7200002,7200002,waw
NONE,7300185,7300185,waw
NONE,7500213,7500213,waw
NONE,7500411,7500411,waw
NONE,7500531,7500531,waw
NONE,7500667,7500667,waw
NONE,7500837,7500837,waw
NONE,7600268,7600268,waw
NONE,7600498,7600498,waw
NONE,7700156,7700156,waw
NONE,7700596,7700596,waw
NONE,7700663,7700663,waw
NONE,7300082,7300082,waw
NONE,7400008,7400008,waw
NONE,7400161,7400161,waw
NONE,7600078,7600078,waw
NONE,7100215,7100215,waw
NONE,7300058,7300058,waw
NONE,7300648,7300648,waw
NONE,7400034,7400034,waw
NONE,7400055,7400055,waw
NONE,7400124,7400124,waw
NONE,7400190,7400190,waw
NONE,7400597,7400597,waw
NONE,7400739,7400739,waw
NONE,7500339,7500339,waw
NONE,7500576,7500576,waw
NONE,7500807,7500807,waw
NONE,7600253,7600253,waw
NONE,7600665,7600665,waw
NONE,4029,4029,waw
NONE,7200633,7200633,waw
NONE,7200792,7200792,waw
NONE,7300019,7300019,waw
NONE,7300295,7300295,waw
NONE,7300725,7300725,waw
NONE,7300759,7300759,waw
NONE,7400054,7400054,waw
NONE,7400562,7400562,waw
NONE,7500112,7500112,waw
NONE,7500372,7500372,waw
NONE,7500477,7500477,waw
NONE,7500646,7500646,waw
NONE,7500886,7500886,waw
NONE,7600143,7600143,waw
NONE,4245,4245,waw
NONE,7500086,7500086,waw
NONE,7640,7640,waw
NONE,7100031,7100031,waw
NONE,7200664,7200664,waw
NONE,7300151,7300151,waw
NONE,7400291,7400291,waw
NONE,7100113,7100113,waw
NONE,7500029,7500029,waw
NONE,7500034,7500034,waw
NONE,7100096,7100096,waw
NONE,7200001,7200001,waw
NONE,7200003,7200003,waw
NONE,7200171,7200171,waw
NONE,7200205,7200205,waw
NONE,7200697,7200697,waw
NONE,7300115,7300115,waw
NONE,7300178,7300178,waw
NONE,7300751,7300751,waw
NONE,7400010,7400010,waw
NONE,7400061,7400061,waw
NONE,7400184,7400184,waw
NONE,4213,4213,waw
NONE,7300123,7300123,waw
NONE,7300205,7300205,waw
NONE,7100189,7100189,waw
NONE,7100237,7100237,waw
NONE,7200135,7200135,waw
NONE,7200307,7200307,waw
NONE,7200431,7200431,waw
NONE,7200459,7200459,waw
NONE,7300070,7300070,waw
NONE,3789,3789,waw
NONE,7200101,7200101,waw
NONE,7300018,7300018,waw
NONE,7144,7144,waw
NONE,7100103,7100103,waw
NONE,7100313,7100313,waw
NONE,7100325,7100325,waw
NONE,4233,4233,waw
NONE,7100012,7100012,waw
NONE,7529,7529,waw
NONE,7555,7555,waw
NONE,7686,7686,waw
NONE,7749,7749,waw
NONE,7783,7783,waw
NONE,8184,8184,waw
NONE,8209,8209,waw
NONE,8222,8222,waw
NONE,8368,8368,waw
NONE,8539,8539,waw
NONE,3678,3678,waw
NONE,3825,3825,waw
NONE,3846,3846,waw
NONE,3886,3886,waw
NONE,3912,3912,waw
NONE,3932,3932,waw
NONE,3940,3940,waw
NONE,3971,3971,waw
NONE,4001,4001,waw
NONE,4048,4048,waw
NONE,4110,4110,waw
NONE,6942,6942,waw
NONE,7201,7201,waw
NONE,7226,7226,waw
NONE,7731,7731,waw
NONE,8150,8150,waw
NONE,8276,8276,waw
NONE,8371,8371,waw
NONE,8462,8462,waw
NONE,3524,3524,waw
NONE,3680,3680,waw
NONE,7700145,7700145,waw
NONE,8001177,8001177,waw
NONE,8101428,8101428,waw
NONE,8201062,8201062,waw
NONE,8300140,8300140,waw
NONE,8400796,8400796,waw
NONE,8401255,8401255,waw
NONE,8500408,8500408,waw
NONE,8400478,8400478,waw
NONE,8400845,8400845,waw
NONE,7700162,7700162,waw
NONE,8201296,8201296,waw
NONE,8300784,8300784,waw
NONE,8301134,8301134,waw
NONE,8301200,8301200,waw
NONE,8301549,8301549,waw
NONE,8501321,8501321,waw
NONE,8600095,8600095,waw
NONE,8601550,8601550,waw
NONE,8400364,8400364,waw
NONE,5337,5337,waw
NONE,201469,201469,waw
NONE,401325,401325,waw
NONE,401327,401327,waw
NONE,401671,401671,waw
NONE,401712,401712,waw
NONE,405325,405325,waw
NONE,405341,405341,waw
NONE,300888,300888,waw
NONE,401496,401496,waw
NONE,402138,402138,waw
NONE,305256,305256,waw
NONE,401895,401895,waw
NONE,502111,502111,waw
NONE,600110,600110,waw
NONE,401254,401254,waw
NONE,600903,600903,waw
NONE,601389,601389,waw
NONE,601417,601417,waw
NONE,601558,601558,waw
NONE,700039,700039,waw
NONE,701263,701263,waw
NONE,605477,605477,waw
NONE,605477,605477,waw
NONE,800401,800401,waw
NONE,801456,801456,waw
NONE,801634,801634,waw
NONE,601096,601096,waw
NONE,601382,601382,waw
NONE,700775,700775,waw
NONE,701228,701228,waw
NONE,701264,701264,waw
NONE,701280,701280,waw
NONE,701281,701281,waw
NONE,701294,701294,waw
NONE,701313,701313,waw
NONE,701337,701337,waw
NONE,701342,701342,waw
NONE,701351,701351,waw
NONE,701357,701357,waw
NONE,701373,701373,waw
NONE,701382,701382,waw
NONE,701450,701450,waw
NONE,701478,701478,waw
NONE,701506,701506,waw
NONE,701507,701507,waw
NONE,701599,701599,waw
NONE,701602,701602,waw
NONE,701640,701640,waw
NONE,701643,701643,waw
NONE,701691,701691,waw
NONE,701799,701799,waw
NONE,702076,702076,waw
NONE,800412,800412,waw
NONE,801426,801426,waw
NONE,805707,805707,waw
NONE,600089,600089,waw
NONE,701076,701076,waw
NONE,800877,800877,waw
NONE,800946,800946,waw
NONE,801120,801120,waw
NONE,801137,801137,waw
NONE,801141,801141,waw
NONE,801182,801182,waw
NONE,801226,801226,waw
NONE,801231,801231,waw
NONE,801232,801232,waw
NONE,801233,801233,waw
NONE,801234,801234,waw
NONE,801235,801235,waw
NONE,801237,801237,waw
NONE,801309,801309,waw
NONE,801413,801413,waw
NONE,801414,801414,waw
NONE,801415,801415,waw
NONE,801416,801416,waw
NONE,801417,801417,waw
NONE,801418,801418,waw
NONE,801419,801419,waw
NONE,801420,801420,waw
NONE,801421,801421,waw
NONE,801455,801455,waw
NONE,801457,801457,waw
NONE,8300040,8300040,gu
NONE,8400075,8400075,gu
NONE,8300043,8300043,gu
NONE,8100039,8100039,gu
NONE,7800075,7800075,gu
NONE,7800360,7800360,gu
NONE,7100180,7100180,gu
NONE,8300040,8300040,gu
NONE,7700957,7700957,co
NONE,7900598,7900598,co
NONE,8100325,8100325,co
NONE,8100911,8100911,co
NONE,8101616,8101616,co
NONE,8200241,8200241,co
NONE,8200906,8200906,co
NONE,8300700,8300700,co
NONE,8301173,8301173,co
NONE,8301174,8301174,co
NONE,8301175,8301175,co
NONE,8301181,8301181,co
NONE,8301190,8301190,co
NONE,8301652,8301652,co
NONE,8302118,8302118,co
NONE,8400312,8400312,co
NONE,8400610,8400610,co
NONE,8400642,8400642,co
NONE,8400804,8400804,co
NONE,8400976,8400976,co
NONE,8401260,8401260,co
NONE,8401305,8401305,co
NONE,8401447,8401447,co
NONE,8401638,8401638,co
NONE,8402021,8402021,co
NONE,8402063,8402063,co
NONE,8402071,8402071,co
NONE,8500708,8500708,co
NONE,8501142,8501142,co
NONE,8001424,8001424,co
NONE,8100894,8100894,co
NONE,8101548,8101548,co
NONE,8200796,8200796,co
NONE,8200875,8200875,co
NONE,8201285,8201285,co
NONE,8201491,8201491,co
NONE,8202100,8202100,co
NONE,8300002,8300002,co
NONE,8300575,8300575,co
NONE,8301058,8301058,co
NONE,8301199,8301199,co
NONE,8301318,8301318,co
NONE,8301356,8301356,co
NONE,8400010,8400010,co
NONE,8400902,8400902,co
NONE,8401091,8401091,co
NONE,7401103,7401103,co
NONE,7600918,7600918,co
NONE,7700511,7700511,co
NONE,7900598,7900598,co
NONE,7901436,7901436,co
NONE,8000410,8000410,co
NONE,8000752,8000752,co
NONE,8001262,8001262,co
NONE,8001706,8001706,co
NONE,8100389,8100389,co
NONE,8101519,8101519,co
NONE,8101644,8101644,co
NONE,8102137,8102137,co
NONE,8200485,8200485,co
NONE,8200810,8200810,co
NONE,8201278,8201278,co
NONE,8201443,8201443,co
NONE,8201617,8201617,co
NONE,8201787,8201787,co
NONE,8202099,8202099,co
NONE,8202138,8202138,co
NONE,8300128,8300128,co
NONE,8300753,8300753,co
NONE,5536,5536,co
NONE,7800009,7800009,co
NONE,7900957,7900957,co
NONE,7901677,7901677,co
NONE,8000237,8000237,co
