result,docket_padded,docket,district_name
NONE,7400079,7400079,ncm
NONE,7300017,7300017,ncm
NONE,7300018,7300018,ncm
NONE,7300019,7300019,ncm
NONE,7300020,7300020,ncm
NONE,7300021,7300021,ncm
NONE,7300204,7300204,ncm
NONE,7200110,7200110,ncm
NONE,7200084,7200084,ncm
NONE,7100135,7100135,ncm
NONE,7000135,7000135,ncm
NONE,7000101,7000101,ncm
NONE,6500113,6500113,ncm
NONE,6300180,6300180,ncm
NONE,6900179,6900179,ncm
NONE,8500851,8500851,ncm
NONE,545,545,ncm
NONE,300226,300226,ncm
NONE,500012,500012,ncm
NONE,500225,500225,ncm
NONE,400233,400233,ncm
NONE,400283,400283,ncm
NONE,400701,400701,ncm
NONE,700167,700167,ncm
NONE,700218,700218,ncm
NONE,400185,400185,ncm
NONE,400233,400233,ncm
NONE,400283,400283,ncm
NONE,400312,400312,ncm
NONE,400371,400371,ncm
NONE,400412,400412,ncm
NONE,400701,400701,ncm
NONE,400726,400726,ncm
NONE,400912,400912,ncm
NONE,800473,800473,ncm
NONE,700099,700099,ncm
NONE,800088,800088,ncm
NONE,8000029,8000029,ncw
NONE,8300252,8300252,ncw
NONE,8300382,8300382,ncw
NONE,8400252,8400252,ncw
NONE,8400355,8400355,ncw
NONE,8300385,8300385,ncw
NONE,8200441,8200441,ncw
NONE,8200546,8200546,ncw
NONE,8200597,8200597,ncw
NONE,8300116,8300116,ncw
NONE,8100215,8100215,ncw
NONE,8100504,8100504,ncw
NONE,8200441,8200441,ncw
NONE,8200535,8200535,ncw
NONE,8000029,8000029,ncw
NONE,8000404,8000404,ncw
NONE,8100127,8100127,ncw
NONE,8100328,8100328,ncw
NONE,8100415,8100415,ncw
NONE,8000075,8000075,ncw
NONE,8000197,8000197,ncw
NONE,7900320,7900320,ncw
NONE,7900304,7900304,ncw
NONE,8000031,8000031,ncw
NONE,8000057,8000057,ncw
NONE,8000225,8000225,ncw
NONE,8100175,8100175,ncw
NONE,7600034,7600034,ncw
NONE,7700176,7700176,ncw
NONE,7900019,7900019,ncw
NONE,7500093,7500093,ncw
NONE,2952,2952,ncw
NONE,7300123,7300123,ncw
NONE,7600032,7600032,ncw
NONE,7600140,7600140,ncw
NONE,7500360,7500360,ncw
NONE,7600245,7600245,ncw
NONE,7600034,7600034,ncw
NONE,7400090,7400090,ncw
NONE,7500129,7500129,ncw
NONE,2656,2656,ncw
NONE,7300123,7300123,ncw
NONE,7400134,7400134,ncw
NONE,7500050,7500050,ncw
NONE,7500063,7500063,ncw
NONE,7600186,7600186,ncw
NONE,7600007,7600007,ncw
NONE,7300097,7300097,ncw
NONE,7300085,7300085,ncw
NONE,7300160,7300160,ncw
NONE,7300169,7300169,ncw
NONE,7400176,7400176,ncw
NONE,7200022,7200022,ncw
NONE,7200079,7200079,ncw
NONE,7200257,7200257,ncw
NONE,7200298,7200298,ncw
NONE,7300087,7300087,ncw
NONE,7300179,7300179,ncw
NONE,7300025,7300025,ncw
NONE,2839,2839,ncw
NONE,7300086,7300086,ncw
NONE,7300109,7300109,ncw
NONE,7200040,7200040,ncw
NONE,3207,3207,ncw
NONE,2453,2453,ncw
NONE,7200052,7200052,ncw
NONE,2247,2247,ncw
NONE,8400543,8400543,ncw
NONE,8500279,8500279,ncw
NONE,8400076,8400076,ncw
NONE,8500186,8500186,ncw
NONE,8400385,8400385,ncw
NONE,8400513,8400513,ncw
NONE,8500309,8500309,ncw
NONE,8500628,8500628,ncw
NONE,8600309,8600309,ncw
NONE,8600380,8600380,ncw
NONE,8600402,8600402,ncw
NONE,8700120,8700120,ncw
NONE,8600303,8600303,ncw
NONE,8800012,8800012,ncw
NONE,8800040,8800040,ncw
NONE,8600363,8600363,ncw
NONE,8800044,8800044,ncw
NONE,200427,200427,ncw
NONE,200435,200435,ncw
NONE,200450,200450,ncw
NONE,200501,200501,ncw
NONE,300199,300199,ncw
NONE,300202,300202,ncw
NONE,300204,300204,ncw
NONE,300205,300205,ncw
NONE,300210,300210,ncw
NONE,300282,300282,ncw
NONE,300284,300284,ncw
NONE,300296,300296,ncw
NONE,300315,300315,ncw
NONE,300316,300316,ncw
NONE,400148,400148,ncw
NONE,400250,400250,ncw
NONE,400256,400256,ncw
NONE,500215,500215,ncw
NONE,400115,400115,ncw
NONE,300201,300201,ncw
NONE,300206,300206,ncw
NONE,300209,300209,ncw
NONE,300266,300266,ncw
NONE,300301,300301,ncw
NONE,300402,300402,ncw
NONE,300428,300428,ncw
NONE,400104,400104,ncw
NONE,400195,400195,ncw
NONE,400196,400196,ncw
NONE,400274,400274,ncw
NONE,600249,600249,ncw
NONE,500090,500090,ncw
NONE,300200,300200,ncw
NONE,300203,300203,ncw
NONE,300297,300297,ncw
NONE,301558,301558,ncw
NONE,600464,600464,ncw
NONE,700043,700043,ncw
NONE,700109,700109,ncw
NONE,200474,200474,ncw
NONE,300207,300207,ncw
NONE,300208,300208,ncw
NONE,300280,300280,ncw
NONE,300281,300281,ncw
NONE,300283,300283,ncw
NONE,300296,300296,ncw
NONE,300309,300309,ncw
NONE,300403,300403,ncw
NONE,300404,300404,ncw
NONE,400197,400197,ncw
NONE,400506,400506,ncw
NONE,500257,500257,ncw
NONE,600222,600222,ncw
NONE,600387,600387,ncw
NONE,600390,600390,ncw
NONE,700242,700242,ncw
NONE,800350,800350,ncw
NONE,800109,800109,ncw
NONE,800578,800578,ncw
NONE,8102470,8102470,sc
NONE,8300916,8300916,sc
NONE,8400477,8400477,sc
NONE,7800837,7800837,sc
NONE,8400386,8400386,sc
NONE,8401657,8401657,sc
NONE,8401658,8401658,sc
NONE,8200716,8200716,sc
NONE,8401835,8401835,sc
NONE,8101639,8101639,sc
NONE,8301423,8301423,sc
NONE,8201562,8201562,sc
NONE,8300956,8300956,sc
NONE,8201745,8201745,sc
NONE,8201349,8201349,sc
NONE,8202115,8202115,sc
NONE,7800132,7800132,sc
NONE,7900132,7900132,sc
NONE,8202954,8202954,sc
NONE,7801213,7801213,sc
NONE,8002467,8002467,sc
NONE,8002277,8002277,sc
NONE,8202388,8202388,sc
NONE,8203152,8203152,sc
NONE,8202121,8202121,sc
NONE,7802078,7802078,sc
NONE,7800132,7800132,sc
NONE,7600142,7600142,sc
NONE,7901158,7901158,sc
NONE,8100567,8100567,sc
NONE,7800837,7800837,sc
NONE,7902309,7902309,sc
NONE,8100448,8100448,sc
NONE,8102476,8102476,sc
NONE,8100298,8100298,sc
NONE,7700411,7700411,sc
NONE,7802110,7802110,sc
NONE,7900355,7900355,sc
NONE,7900896,7900896,sc
NONE,7900966,7900966,sc
NONE,7801071,7801071,sc
NONE,7801902,7801902,sc
NONE,7901742,7901742,sc
NONE,7800091,7800091,sc
NONE,7902278,7902278,sc
NONE,7801144,7801144,sc
NONE,7900957,7900957,sc
NONE,7901924,7901924,sc
NONE,7801134,7801134,sc
NONE,7702027,7702027,sc
NONE,7900480,7900480,sc
NONE,7702238,7702238,sc
NONE,8000670,8000670,sc
NONE,7100126,7100126,sc
NONE,7100127,7100127,sc
NONE,7301295,7301295,sc
NONE,7301296,7301296,sc
NONE,7301297,7301297,sc
NONE,7301298,7301298,sc
NONE,7301299,7301299,sc
NONE,7301300,7301300,sc
NONE,7400543,7400543,sc
NONE,7801613,7801613,sc
NONE,7901230,7901230,sc
NONE,7500409,7500409,sc
NONE,7701543,7701543,sc
NONE,7801706,7801706,sc
NONE,7401008,7401008,sc
NONE,7602187,7602187,sc
NONE,7801898,7801898,sc
NONE,7200627,7200627,sc
NONE,7800132,7800132,sc
NONE,7501135,7501135,sc
NONE,7700325,7700325,sc
NONE,7700920,7700920,sc
NONE,7701090,7701090,sc
NONE,7800026,7800026,sc
NONE,7700897,7700897,sc
NONE,7800169,7800169,sc
NONE,7702106,7702106,sc
NONE,7700891,7700891,sc
NONE,7400963,7400963,sc
NONE,7501373,7501373,sc
NONE,7501876,7501876,sc
NONE,7401285,7401285,sc
NONE,7301294,7301294,sc
NONE,7600814,7600814,sc
NONE,7500980,7500980,sc
NONE,7601344,7601344,sc
NONE,7401921,7401921,sc
NONE,7400176,7400176,sc
NONE,7501147,7501147,sc
NONE,7500678,7500678,sc
NONE,7400382,7400382,sc
NONE,7200830,7200830,sc
NONE,7200836,7200836,sc
NONE,7300423,7300423,sc
NONE,7400160,7400160,sc
NONE,7200627,7200627,sc
NONE,7200236,7200236,sc
NONE,7200255,7200255,sc
NONE,7200334,7200334,sc
NONE,7100398,7100398,sc
NONE,7200193,7200193,sc
NONE,7100362,7100362,sc
NONE,7100969,7100969,sc
NONE,6801078,6801078,sc
NONE,6700520,6700520,sc
NONE,8502336,8502336,sc
NONE,8202762,8202762,sc
NONE,8203263,8203263,sc
NONE,8300195,8300195,sc
NONE,8302700,8302700,sc
NONE,8503454,8503454,sc
NONE,8300746,8300746,sc
NONE,8403064,8403064,sc
NONE,8501686,8501686,sc
NONE,8502325,8502325,sc
NONE,8600604,8600604,sc
NONE,8300591,8300591,sc
NONE,8502308,8502308,sc
NONE,8402855,8402855,sc
NONE,8402963,8402963,sc
NONE,8500423,8500423,sc
NONE,8602935,8602935,sc
NONE,8302193,8302193,sc
NONE,8402392,8402392,sc
NONE,8501880,8501880,sc
NONE,8602075,8602075,sc
NONE,8502722,8502722,sc
NONE,8602456,8602456,sc
NONE,8602579,8602579,sc
NONE,8701348,8701348,sc
NONE,8501357,8501357,sc
NONE,8600854,8600854,sc
NONE,7600142,7600142,sc
NONE,8601005,8601005,sc
NONE,8700268,8700268,sc
NONE,8102580,8102580,sc
NONE,8500418,8500418,sc
NONE,8700789,8700789,sc
NONE,8702297,8702297,sc
NONE,8700612,8700612,sc
NONE,8402740,8402740,sc
NONE,8800114,8800114,sc
NONE,8801103,8801103,sc
NONE,8501357,8501357,sc
NONE,8600735,8600735,sc
NONE,8401244,8401244,sc
NONE,8503221,8503221,sc
NONE,8703011,8703011,sc
NONE,8803008,8803008,sc
NONE,8803009,8803009,sc
NONE,8803010,8803010,sc
NONE,8803011,8803011,sc
NONE,8803012,8803012,sc
NONE,8803013,8803013,sc
NONE,8803014,8803014,sc
NONE,8803015,8803015,sc
NONE,8803016,8803016,sc
NONE,8803017,8803017,sc
NONE,8803018,8803018,sc
NONE,8803019,8803019,sc
NONE,8803020,8803020,sc
NONE,8803021,8803021,sc
NONE,8803022,8803022,sc
NONE,8803023,8803023,sc
NONE,8803024,8803024,sc
NONE,8803025,8803025,sc
NONE,8803026,8803026,sc
NONE,8803027,8803027,sc
NONE,8803028,8803028,sc
NONE,8803029,8803029,sc
NONE,8803146,8803146,sc
NONE,8702014,8702014,sc
NONE,8602561,8602561,sc
NONE,8900584,8900584,sc
NONE,8901189,8901189,sc
NONE,8803296,8803296,sc
NONE,8901189,8901189,sc
NONE,3217,3217,sc
NONE,202816,202816,sc
NONE,302134,302134,sc
NONE,300958,300958,sc
NONE,300742,300742,sc
NONE,302095,302095,sc
NONE,104384,104384,sc
NONE,300144,300144,sc
NONE,300767,300767,sc
NONE,204046,204046,sc
NONE,400273,400273,sc
NONE,400510,400510,sc
NONE,500900,500900,sc
NONE,501985,501985,sc
NONE,301345,301345,sc
NONE,303162,303162,sc
NONE,501994,501994,sc
NONE,502017,502017,sc
NONE,203352,203352,sc
NONE,303230,303230,sc
NONE,600935,600935,sc
NONE,302141,302141,sc
NONE,600149,600149,sc
NONE,700780,700780,sc
NONE,700781,700781,sc
NONE,700822,700822,sc
NONE,700424,700424,sc
NONE,700533,700533,sc
NONE,603332,603332,sc
NONE,700918,700918,sc
NONE,801786,801786,sc
NONE,702923,702923,sc
NONE,603370,603370,sc
NONE,700915,700915,sc
NONE,704175,704175,sc
NONE,603435,603435,sc
NONE,703435,703435,sc
NONE,703435,703435,sc
NONE,700764,700764,sc
NONE,702861,702861,sc
NONE,800486,800486,sc
NONE,901335,901335,sc
NONE,8400334,8400334,vae
NONE,8400971,8400971,vae
NONE,8100733,8100733,vae
NONE,8300851,8300851,vae
NONE,8400339,8400339,vae
NONE,8400441,8400441,vae
NONE,8300681,8300681,vae
NONE,8300651,8300651,vae
NONE,8300703,8300703,vae
NONE,8300932,8300932,vae
NONE,8300971,8300971,vae
NONE,8301297,8301297,vae
NONE,8100832,8100832,vae
NONE,8300359,8300359,vae
NONE,8300791,8300791,vae
NONE,8101071,8101071,vae
NONE,8101100,8101100,vae
NONE,8300231,8300231,vae
NONE,7901121,7901121,vae
NONE,8200318,8200318,vae
NONE,8200600,8200600,vae
NONE,8200642,8200642,vae
NONE,8200976,8200976,vae
NONE,8100864,8100864,vae
NONE,8200698,8200698,vae
NONE,7800836,7800836,vae
NONE,8100761,8100761,vae
NONE,8100834,8100834,vae
NONE,8101054,8101054,vae
NONE,8100468,8100468,vae
NONE,8100838,8100838,vae
NONE,8100890,8100890,vae
NONE,8100978,8100978,vae
NONE,8100993,8100993,vae
NONE,7700637,7700637,vae
NONE,8001215,8001215,vae
NONE,8001264,8001264,vae
NONE,8100919,8100919,vae
NONE,8000681,8000681,vae
NONE,8100330,8100330,vae
NONE,8100697,8100697,vae
NONE,8100805,8100805,vae
NONE,8101058,8101058,vae
NONE,8000187,8000187,vae
NONE,7500866,7500866,vae
NONE,7900338,7900338,vae
NONE,7900764,7900764,vae
NONE,7900986,7900986,vae
NONE,7700368,7700368,vae
NONE,7800193,7800193,vae
NONE,7900915,7900915,vae
NONE,7800142,7800142,vae
NONE,7800836,7800836,vae
NONE,7900592,7900592,vae
NONE,8000488,8000488,vae
NONE,8000571,8000571,vae
NONE,8000785,8000785,vae
NONE,8000905,8000905,vae
NONE,8001024,8001024,vae
NONE,7900949,7900949,vae
NONE,7800528,7800528,vae
NONE,8000285,8000285,vae
NONE,8000510,8000510,vae
NONE,7100281,7100281,vae
NONE,7500371,7500371,vae
NONE,7800197,7800197,vae
NONE,7800496,7800496,vae
NONE,7800497,7800497,vae
NONE,7800761,7800761,vae
NONE,7900241,7900241,vae
NONE,7700637,7700637,vae
NONE,7700651,7700651,vae
NONE,7700651,7700651,vae
NONE,7900292,7900292,vae
NONE,7800656,7800656,vae
NONE,7800768,7800768,vae
NONE,7800867,7800867,vae
NONE,7900189,7900189,vae
NONE,7500629,7500629,vae
NONE,7600897,7600897,vae
NONE,7700237,7700237,vae
NONE,7700662,7700662,vae
NONE,7700812,7700812,vae
NONE,7700203,7700203,vae
NONE,7700288,7700288,vae
NONE,7500361,7500361,vae
NONE,7500470,7500470,vae
NONE,7500471,7500471,vae
NONE,7700418,7700418,vae
NONE,7700697,7700697,vae
NONE,7700698,7700698,vae
NONE,7700749,7700749,vae
NONE,7500415,7500415,vae
NONE,7600401,7600401,vae
NONE,7600445,7600445,vae
NONE,7600457,7600457,vae
NONE,7600517,7600517,vae
NONE,7600653,7600653,vae
NONE,7600777,7600777,vae
NONE,7600781,7600781,vae
NONE,7700186,7700186,vae
NONE,7400361,7400361,vae
NONE,7500390,7500390,vae
NONE,7500616,7500616,vae
NONE,7600699,7600699,vae
NONE,7600415,7600415,vae
NONE,7600488,7600488,vae
NONE,7300470,7300470,vae
NONE,7400676,7400676,vae
NONE,7400680,7400680,vae
NONE,7500797,7500797,vae
NONE,7500856,7500856,vae
NONE,7500866,7500866,vae
NONE,7300210,7300210,vae
NONE,7300469,7300469,vae
NONE,7500559,7500559,vae
NONE,7500569,7500569,vae
NONE,7400333,7400333,vae
NONE,7400346,7400346,vae
NONE,7400578,7400578,vae
NONE,7300347,7300347,vae
NONE,7300493,7300493,vae
NONE,7400053,7400053,vae
NONE,7400412,7400412,vae
NONE,7400413,7400413,vae
NONE,7400448,7400448,vae
NONE,7400467,7400467,vae
NONE,7400506,7400506,vae
NONE,7400563,7400563,vae
NONE,7300094,7300094,vae
NONE,7300207,7300207,vae
NONE,7300247,7300247,vae
NONE,7100730,7100730,vae
NONE,7200396,7200396,vae
NONE,7300219,7300219,vae
NONE,7200275,7200275,vae
NONE,7300218,7300218,vae
NONE,7300354,7300354,vae
NONE,7300510,7300510,vae
NONE,7000085,7000085,vae
NONE,7000214,7000214,vae
NONE,7100039,7100039,vae
NONE,7100361,7100361,vae
NONE,7200075,7200075,vae
NONE,7200186,7200186,vae
NONE,7200210,7200210,vae
NONE,7100334,7100334,vae
NONE,7200070,7200070,vae
NONE,7200431,7200431,vae
NONE,7100128,7100128,vae
NONE,7100346,7100346,vae
NONE,7200308,7200308,vae
NONE,4887,4887,vae
NONE,4888,4888,vae
NONE,4889,4889,vae
NONE,5005,5005,vae
NONE,6900052,6900052,vae
NONE,6900343,6900343,vae
NONE,6900345,6900345,vae
NONE,7000070,7000070,vae
NONE,7100048,7100048,vae
NONE,6900226,6900226,vae
NONE,7100400,7100400,vae
NONE,7100496,7100496,vae
NONE,5977,5977,vae
NONE,7100061,7100061,vae
NONE,7000079,7000079,vae
NONE,7000390,7000390,vae
NONE,7000537,7000537,vae
NONE,7100190,7100190,vae
NONE,4544,4544,vae
NONE,5331,5331,vae
NONE,5672,5672,vae
NONE,6371,6371,vae
NONE,6900033,6900033,vae
NONE,5677,5677,vae
NONE,8100940,8100940,vae
NONE,8100944,8100944,vae
NONE,8500482,8500482,vae
NONE,8500526,8500526,vae
NONE,8500650,8500650,vae
NONE,8500826,8500826,vae
NONE,8501103,8501103,vae
NONE,8500599,8500599,vae
NONE,8500482,8500482,vae
NONE,8500798,8500798,vae
NONE,8500889,8500889,vae
NONE,8600360,8600360,vae
NONE,8601488,8601488,vae
NONE,8700288,8700288,vae
NONE,8701098,8701098,vae
NONE,8701205,8701205,vae
NONE,8701246,8701246,vae
NONE,8800459,8800459,vae
NONE,8800470,8800470,vae
NONE,8600795,8600795,vae
NONE,8600540,8600540,vae
NONE,8700427,8700427,vae
NONE,8600715,8600715,vae
NONE,8800419,8800419,vae
NONE,497,497,vae
NONE,577,577,vae
NONE,627,627,vae
NONE,684,684,vae
NONE,684,684,vae
NONE,201033,201033,vae
NONE,201035,201035,vae
NONE,201775,201775,vae
NONE,200987,200987,vae
NONE,300019,300019,vae
NONE,300058,300058,vae
NONE,300117,300117,vae
NONE,300478,300478,vae
NONE,300629,300629,vae
NONE,300133,300133,vae
NONE,301142,301142,vae
NONE,400878,400878,vae
NONE,400261,400261,vae
NONE,400312,400312,vae
NONE,400312,400312,vae
NONE,400253,400253,vae
NONE,401043,401043,vae
NONE,500321,500321,vae
NONE,300909,300909,vae
NONE,400023,400023,vae
NONE,400526,400526,vae
NONE,600778,600778,vae
NONE,400687,400687,vae
NONE,500468,500468,vae
NONE,500498,500498,vae
NONE,600863,600863,vae
NONE,700176,700176,vae
NONE,700108,700108,vae
NONE,600067,600067,vae
NONE,801311,801311,vae
NONE,800598,800598,vae
NONE,800460,800460,vae
NONE,8300068,8300068,vaw
NONE,8300889,8300889,vaw
NONE,7900301,7900301,vaw
NONE,7800139,7800139,vaw
NONE,7900173,7900173,vaw
NONE,8000223,8000223,vaw
NONE,7800016,7800016,vaw
NONE,8200083,8200083,vaw
NONE,8000103,8000103,vaw
NONE,8100047,8100047,vaw
NONE,7600071,7600071,vaw
NONE,7900135,7900135,vaw
NONE,7900170,7900170,vaw
NONE,8100194,8100194,vaw
NONE,7800002,7800002,vaw
NONE,7700035,7700035,vaw
NONE,8000071,8000071,vaw
NONE,8000073,8000073,vaw
NONE,8000111,8000111,vaw
NONE,7700062,7700062,vaw
NONE,7800187,7800187,vaw
NONE,7900110,7900110,vaw
NONE,8100062,8100062,vaw
NONE,7700412,7700412,vaw
NONE,7700442,7700442,vaw
NONE,7700133,7700133,vaw
NONE,7800147,7800147,vaw
NONE,7400072,7400072,vaw
NONE,7600039,7600039,vaw
NONE,7600005,7600005,vaw
NONE,7600235,7600235,vaw
NONE,7300015,7300015,vaw
NONE,7300107,7300107,vaw
NONE,7200046,7200046,vaw
NONE,7000076,7000076,vaw
NONE,7200141,7200141,vaw
NONE,7300063,7300063,vaw
NONE,7300072,7300072,vaw
NONE,7300073,7300073,vaw
NONE,7300074,7300074,vaw
NONE,7200074,7200074,vaw
NONE,7100024,7100024,vaw
NONE,6900050,6900050,vaw
NONE,7900051,7900051,vaw
NONE,8400023,8400023,vaw
NONE,8300051,8300051,vaw
NONE,8500156,8500156,vaw
NONE,8600029,8600029,vaw
NONE,7900170,7900170,vaw
NONE,8400640,8400640,vaw
NONE,8400157,8400157,vaw
NONE,8200544,8200544,vaw
NONE,8600143,8600143,vaw
NONE,8700168,8700168,vaw
NONE,8500068,8500068,vaw
NONE,8600071,8600071,vaw
NONE,8600064,8600064,vaw
NONE,800036,800036,vaw
NONE,700016,700016,vaw
NONE,8400211,8400211,wvn
NONE,7900045,7900045,wvn
NONE,8300092,8300092,wvn
NONE,8000310,8000310,wvn
NONE,8000312,8000312,wvn
NONE,8000321,8000321,wvn
NONE,8000329,8000329,wvn
NONE,7500039,7500039,wvn
NONE,7400012,7400012,wvn
NONE,7700003,7700003,wvn
NONE,7400076,7400076,wvn
NONE,7000002,7000002,wvn
NONE,6800003,6800003,wvn
NONE,7000121,7000121,wvn
NONE,7000122,7000122,wvn
NONE,7000023,7000023,wvn
NONE,7200004,7200004,wvn
NONE,7000121,7000121,wvn
NONE,8400102,8400102,wvn
NONE,8200053,8200053,wvn
NONE,8600044,8600044,wvn
NONE,8500104,8500104,wvn
NONE,8500060,8500060,wvn
NONE,8100062,8100062,wvn
NONE,8400069,8400069,wvn
NONE,8500122,8500122,wvn
NONE,8800031,8800031,wvn
NONE,8800072,8800072,wvn
NONE,9100123,9100123,wvn
NONE,9100136,9100136,wvn
NONE,9100136,9100136,wvn
NONE,9100022,9100022,wvn
NONE,8900096,8900096,wvn
NONE,300026,300026,wvn
NONE,300112,300112,wvn
NONE,400242,400242,wvn
NONE,400122,400122,wvn
NONE,600138,600138,wvn
NONE,700011,700011,wvn
NONE,700015,700015,wvn
NONE,900091,900091,wvn
NONE,3038,3038,wvs
NONE,3048,3048,wvs
NONE,3049,3049,wvs
NONE,500234,500234,wvs
NONE,201492,201492,wvs
NONE,501181,501181,wvs
NONE,600091,600091,wvs
NONE,600951,600951,wvs
NONE,600961,600961,wvs
NONE,400867,400867,wvs
NONE,400868,400868,wvs
NONE,400868,400868,wvs
NONE,400869,400869,wvs
NONE,400869,400869,wvs
NONE,400870,400870,wvs
NONE,400870,400870,wvs
NONE,400871,400871,wvs
NONE,400871,400871,wvs
NONE,400872,400872,wvs
NONE,400872,400872,wvs
NONE,400873,400873,wvs
NONE,400873,400873,wvs
NONE,400874,400874,wvs
NONE,400874,400874,wvs
NONE,800181,800181,wvs
NONE,400862,400862,wvs
NONE,700329,700329,wvs
NONE,7102493,7102493,lae
NONE,7803165,7803165,lae
NONE,7905005,7905005,lae
NONE,7905006,7905006,lae
NONE,8001392,8001392,lae
NONE,8001394,8001394,lae
NONE,8001396,8001396,lae
NONE,8001404,8001404,lae
NONE,8001405,8001405,lae
NONE,8001407,8001407,lae
NONE,8001412,8001412,lae
NONE,8001414,8001414,lae
NONE,8001417,8001417,lae
NONE,8001427,8001427,lae
NONE,8001432,8001432,lae
NONE,8002487,8002487,lae
NONE,8003299,8003299,lae
NONE,8100358,8100358,lae
NONE,8102112,8102112,lae
NONE,8205706,8205706,lae
NONE,8300546,8300546,lae
NONE,8301132,8301132,lae
NONE,8302020,8302020,lae
NONE,8302410,8302410,lae
NONE,8305126,8305126,lae
NONE,8400479,8400479,lae
NONE,8403031,8403031,lae
NONE,8405238,8405238,lae
NONE,7401945,7401945,lae
NONE,7502820,7502820,lae
NONE,7701788,7701788,lae
NONE,7800995,7800995,lae
NONE,7801321,7801321,lae
NONE,7801875,7801875,lae
NONE,7801879,7801879,lae
NONE,7903015,7903015,lae
NONE,7903094,7903094,lae
NONE,7904600,7904600,lae
NONE,7904985,7904985,lae
NONE,7904986,7904986,lae
NONE,7905029,7905029,lae
NONE,7905030,7905030,lae
NONE,8001377,8001377,lae
NONE,8001379,8001379,lae
NONE,8001380,8001380,lae
NONE,8001382,8001382,lae
NONE,8001383,8001383,lae
NONE,8001384,8001384,lae
NONE,8001385,8001385,lae
NONE,8001389,8001389,lae
NONE,8001390,8001390,lae
NONE,8001391,8001391,lae
NONE,8001406,8001406,lae
NONE,8001408,8001408,lae
NONE,8001410,8001410,lae
NONE,8001411,8001411,lae
NONE,8001413,8001413,lae
NONE,8001415,8001415,lae
NONE,8001421,8001421,lae
NONE,8001423,8001423,lae
NONE,8001424,8001424,lae
NONE,8001425,8001425,lae
NONE,8001426,8001426,lae
NONE,8001428,8001428,lae
NONE,8001429,8001429,lae
NONE,8001430,8001430,lae
NONE,8001549,8001549,lae
NONE,8001607,8001607,lae
NONE,8002644,8002644,lae
NONE,8002645,8002645,lae
NONE,8002763,8002763,lae
NONE,8100821,8100821,lae
NONE,8102417,8102417,lae
NONE,8103798,8103798,lae
NONE,8104432,8104432,lae
NONE,8200505,8200505,lae
NONE,8201887,8201887,lae
NONE,8202302,8202302,lae
NONE,8203108,8203108,lae
NONE,8203330,8203330,lae
NONE,8205360,8205360,lae
NONE,8302020,8302020,lae
NONE,8302599,8302599,lae
NONE,8303004,8303004,lae
NONE,8303080,8303080,lae
NONE,8304307,8304307,lae
NONE,8304413,8304413,lae
NONE,8305126,8305126,lae
NONE,8305346,8305346,lae
NONE,8305746,8305746,lae
NONE,8400330,8400330,lae
NONE,8401967,8401967,lae
NONE,7200522,7200522,lae
NONE,7301124,7301124,lae
NONE,7302671,7302671,lae
NONE,7302860,7302860,lae
NONE,7302861,7302861,lae
NONE,7303345,7303345,lae
NONE,7401640,7401640,lae
NONE,7401641,7401641,lae
NONE,7401642,7401642,lae
NONE,7401944,7401944,lae
NONE,7401946,7401946,lae
NONE,7402355,7402355,lae
NONE,7403391,7403391,lae
NONE,7403494,7403494,lae
NONE,7500224,7500224,lae
NONE,7500244,7500244,lae
NONE,7500405,7500405,lae
NONE,7503402,7503402,lae
NONE,7600640,7600640,lae
NONE,7601758,7601758,lae
NONE,7601759,7601759,lae
NONE,7602414,7602414,lae
NONE,7603044,7603044,lae
NONE,7603226,7603226,lae
NONE,7603978,7603978,lae
NONE,7700021,7700021,lae
NONE,7701377,7701377,lae
NONE,7701457,7701457,lae
NONE,7702113,7702113,lae
NONE,7702114,7702114,lae
NONE,7702115,7702115,lae
NONE,7702116,7702116,lae
NONE,7800458,7800458,lae
NONE,7804115,7804115,lae
NONE,7900386,7900386,lae
NONE,7901965,7901965,lae
